isbn13,title,authors,publication_date
9780060934729,Mike Nelson's Death Rat!,Michael J. Nelson,4/15/2003
9781590593899,Joel on Software,Joel Spolsky,10/28/2004
9780596006624,Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,5/25/2004
9780553803709,I  Robot (Robot  #0.1),Isaac Asimov,6/1/2004
9781596870413,I  Robot: The Illustrated Screenplay,Harlan Ellison,5/1/2004
9780553299496,The Robots of Dawn (Robot #3),Isaac Asimov,3/1/1994
9780553569971,I. Asimov,Isaac Asimov,1/1/1995
9780140172133,Asimov's New Guide to Science,Isaac Asimov,5/27/1993
9780553293425,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,12/1/1991
9781857989342,The Gods Themselves,Isaac Asimov,2/10/2000
9780553293432,The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,12/1/1991
9780449015414,The Currents of Space (Galactic Empire  #2),Isaac Asimov,1/1/1952
9780060556525,Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,10/21/2003
9780380010325,Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,11/1/1971
9780380699179,100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,8/1/1985
9780142405741,Rock Star Superstar,Blake Nelson,4/6/2006
9781598530018,Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,3/22/2007
9780786848935,John  Paul  George & Ben,Lane Smith,4/1/2006
9780521288842,Evolution and the Theory of Games,John Maynard Smith,10/21/1982
9780192862099,The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,11/26/2000
9780673393555,American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,8/17/2019
9780316015844,Twilight (Twilight  #1),Stephenie Meyer,9/6/2006
9781593081256,Sense and Sensibility,Jane Austen,7/25/2004
9780671211486,Uncle Shelby's ABZ Book,Shel Silverstein,9/9/1985
9780689851131,Who Wants a Cheap Rhinoceros?,Shel Silverstein,8/1/2002
9780439321600,Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,6/1/2001
9781843170174,J.K. Rowling - A Biography,Sean Smith,5/1/2003
9783442451531,Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,11/1/2001
9783551552099,Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,9/30/2000
9783895849619,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling/Rufus Beck,8/31/2002
9783570211021,Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,10/1/2001
9783551552105,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,4/1/2001
9780385265560,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,1/5/1992
9780205419289,Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,9/10/2004
9780552146555,Spring Music,Elvi Rhodes,8/19/1999
9780451203779,Scarlet Feather,Maeve Binchy,3/1/2002
9780099498643,The Lilac Bus,Maeve Binchy,1/12/2007
9780099498575,Light a Penny Candle,Maeve Binchy,5/4/2006
9780752876825,Evening Class,Maeve Binchy,6/30/2005
9780099498599,Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,6/1/2006
9782268031675,Nos rêves de Castelbay,Maeve Binchy,3/29/1999
9782266129374,Les Saveurs de la vie,Maeve Binchy,6/19/2003
9780747268468,Kiss,Jill Mansell,9/7/2000
9780747267454,Solo,Jill Mansell,9/2/2002
9780747267447,Two's Company,Jill Mansell,10/27/2003
9780747267430,Open House,Jill Mansell,3/3/2003
9780751533439,The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,11/1/2004
9780755304851,Falling for You,Jill Mansell,8/16/2004
9780747264866,Millie's Fling,Jill Mansell,8/16/2001
9780747268475,Sheer Mischief,Jill Mansell,8/2/2001
9780747257363,Head Over Heels,Jill Mansell,6/10/1999
9780747257356,Mixed Doubles,Jill Mansell,7/2/1998
9782290327500,Méli-mélo,Jill Mansell,10/31/2002
9780373895205,Seven Sunny Days,Chris Manby,4/26/2005
9780340828069,Girl Meets Ape,Chris Manby,1/5/2004
9780006514855,Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,7/3/2000
9780140621594,Tales from Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,10/26/2007
9781903436578,Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,8/21/1997
9780385017336,Love Poems and Sonnets,William Shakespeare,9/3/1957
9780385313612,Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce/David Allen White,11/10/1991
9780140714531,The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,12/1/2001
9780805073874,Shakespeare's Secret,Elise Broach,5/1/2005
9780192819338,The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,7/18/2002
9781903436615,The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,7/5/2001
9781401302207,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,7/11/2006
9780747250388,The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,11/7/1996
9780141305950,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,7/1/2000
9780743482844,Richard III,William Shakespeare/Barbara A. Mowat/Paul Werstine,7/1/2004
9781903436318,King Henry VI  Part 3,William Shakespeare/John D. Cox/Eric Rasmussen,11/1/2001
9780753819951,The Age Of Shakespeare,Frank Kermode,7/7/2005
9781864503364,Ukraine,Sarah Johnstone,7/1/2005
9781844494248,Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,12/1/2004
9780765311856,Outside the Dog Museum (Answered Prayers  #4),Jonathan Carroll,6/1/2005
9780765311801,Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,11/28/2006
9780312873110,The Land of Laughs,Jonathan Carroll,2/10/2001
9780765311863,Sleeping in Flame (Answered Prayers  #2),Jonathan Carroll/Dave McKean,10/1/2004
9780312873127,Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,5/3/2002
9780575402911,Kissing the Beehive (Crane's View  #1),Jonathan Carroll,8/10/2000
9780312348649,Baby Proof,Emily Giffin,6/13/2006
9780312323868,Something Blue (Darcy & Rachel  #2),Emily Giffin,3/21/2006
9780312321185,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,6/1/2004
9780590213110,P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,5/1/1999
9780312321208,P.S. Your Cat Is Dead,James Kirkwood Jr.,11/15/2003
9781880972472,P.S. I Love You Three!,Lynda Milligan/Nancy J. Smith,12/1/2002
9780312289515,The Christmas Shoes (Christmas Hope #1),Donna VanLiere,11/9/2001
9780373250219,Burning The Map,Laura Caldwell,10/25/2002
9780596006938,iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,8/23/2004
9780752858500,The Icarus Agenda,Robert Ludlum,7/1/2004
9780486421247,Life Is a Dream,Pedro Calderón de la Barca,7/1/2002
73999140774,Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,4/1/2000
9780486424736,Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca/Stanley Appelbaum,12/6/2002
9780143104827,Life Is a Dream,Pedro Calderón de la Barca/Gregary Racz,12/26/2006
9780811833462,Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller/Louise Fili,11/9/2006
9780307001467,I Can Fly,Ruth Krauss/Mary Blair,9/9/2003
9780451210906,A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,1/6/2004
9780192753373,The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren/Tony Ross,10/9/2003
9780140326925,Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,11/1/1991
9780805745252,Astrid Lindgren,Eva-Maria Metcalf,11/1/1994
9780152025410,The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,4/1/2001
9780753810743,Arthur and the Lost Kingdoms,Alistair Moffat,12/31/1999
9780883689448,God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,11/1/2000
9780152049188,The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,8/1/2003
9780152025656,Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,9/1/2000
9780152026103,The Witch Family,Eleanor Estes/Edward Ardizzone,9/1/2000
9780152052607,The Hundred Dresses,Eleanor Estes/Louis Slobodkin,9/1/2004
9780613013376,Theater Shoes,Noel Streatfeild/Diane Goode,11/1/1999
9780440428657,Gemma Alone (Gemma  #3),Noel Streatfeild,2/1/1987
9780394931470,When the Siren Wailed,Noel Streatfeild/Judith Gwyn Brown,10/1/1977
9780385514415,The Caine Mutiny Court-Martial,Herman Wouk,4/20/1954
9780743464116,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,9/1/2002
9780316294522,Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,7/1/1996
9780810957800,Babar's World Tour,Laurent de Brunhoff,9/1/2005
9780375827488,The Easter Rabbit's Parade,Lois Lenski,1/27/2004
9780375810701,The Little Fire Engine,Lois Lenski,10/24/2000
9780801883941,Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,10/26/2005
9780373273492,The Right Stuff (To Protect and Defend #3),Merline Lovelace,2/23/2004
9781117066035,For Whom the Bell Tolls,Ernest Hemingway,1/1/1940
9780822012375,Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,5/20/1964
9788497596824,Dune (Dune #1),Frank Herbert/Domingo Santos,10/30/2003
9780575075061,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3/13/2003
9780765312938,Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,8/7/2007
9780805073669,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,5/1/2003
9781419950582,Harm's Way,Elizabeth Stewart,5/27/2005
9780944092286,Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,10/1/1994
9780375810688,I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,10/24/2000
9780064405850,Strawberry Girl,Lois Lenski,4/26/2005
9780060244163,Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,11/9/1994
9780816525096,After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,5/25/2006
9780373161171,Seize The Fire,Elda Minger,7/25/1985
9780345475817,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,11/23/2004
9780060506988,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,2/5/2002
9780552150262,We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,3/1/2002
9780671747589,Eisenhower: Soldier and President,Stephen E. Ambrose,10/15/1991
9780805069075,Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,11/5/2002
9780801856686,Crusade in Europe,Dwight D. Eisenhower,6/6/1997
9780700614455,Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,2/23/2006
9780806132792,So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,9/15/2000
9780743223850,Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,6/4/2002
9780671605650,Eisenhower  Volume #2: The President,Stephen E. Ambrose,10/1/1985
9780446676502,The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,1/1/2001
9781591146919,Bull Halsey,E.B. Potter,4/21/2003
9781853261480,The Water Babies,Charles Kingsley/W. Heath Robinson,12/5/1994
9780786819119,Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,9/1/2003
9780679732549,Shoot the Piano Player,David Goodis,10/3/1990
9780822000945,CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,9/20/1960
9780521535144,Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,3/15/2004
9780761143697,How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,11/16/2006
9780451208644,Black Like Me,John Howard Griffin,5/6/2003
9780736904865,Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,1/1/2001
9781932219043,As You Like It,William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan,9/6/2005
9780743484862,As You Like It,William Shakespeare,8/23/2011
9781904271222,As You Like It,William Shakespeare/Juliet Dusinberre,7/25/2006
9781411401044,As You Like It (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,6/22/2004
9780553581355,War of the Rats,David L. Robbins,6/6/2000
9780060564421,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,2/3/2004
9780061096846,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,1/23/1998
9781578562589,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,7/18/2000
9780807068960,Thirst,Mary Oliver,10/15/2006
9780440243069,The Gilded Web (Web  #1),Mary Balogh,11/28/2006
9780735102866,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,2/1/2000
9780871136794,Cold Mountain,Charles Frazier,5/16/1997
9781844151455,Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin/Artem Drabkin,1/19/2005
9780142002803,The Fall of Berlin 1945,Antony Beevor,4/29/2003
9780142437926,Paris: After the Liberation 1944-1949,Antony Beevor/Artemis Cooper,8/31/2004
9780425213476,Demon Angel (The Guardians  #1),Meljean Brook,1/2/2008
9780060890391,Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,12/26/2006
9781585671267,Hemingway vs. Fitzgerald,Scott Donaldson,12/1/2001
9780553248647,The Haj,Leon Uris,5/1/1985
9780553241600,Mila 18,Leon Uris,11/1/1983
9780061097935,A God in Ruins,Leon Uris,9/5/2000
9780060751869,Battle Cry,Leon Uris,6/28/2005
9780553277876,The Angry Hills,Leon Uris,1/1/1984
9780553258479,Exodus,Leon Uris,10/1/1986
9780143036050,Oh  Play That Thing,Roddy Doyle,10/25/2005
9780140260021,The Van (The Barrytown Trilogy  #3),Roddy Doyle,3/1/1997
9783596153022,Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle/Renate Orth-Guttmann,10/1/2002
9780439993852,The Giggler Treatment,Roddy Doyle/Brian Ajhar,7/20/2001
9780099284482,A Star Called Henry,Roddy Doyle,9/7/2000
9780436200526,The Van,Roddy Doyle,8/4/1991
9783570127216,Rover rettet Weihnachten.,Roddy Doyle/Brian Ajhar,9/1/2002
9783596153039,The Snapper,Roddy Doyle,9/1/2002
9780099422341,Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,6/6/2002
9780313309335,The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,3/30/2002
9781413480948,A Dracula Handbook,Elizabeth Russell Miller,3/23/2005
9780446691352,Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy/Garrett Sutton/Robert T. Kiyosaki,12/31/2003
9780446677493,Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,4/1/2001
9780553243567,Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,12/31/1984
9780553270624,Winter Dreams (Sweet Dreams  #141),Barbara Conklin,2/1/1988
9780553251791,First  Last and Always (Sweet Dreams  #96),Barbara Conklin,9/1/1985
9780373033669,P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,4/24/1995
9780962247729,PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,12/31/1990
9780156026987,Tales from Margaritaville,Jimmy Buffett,6/3/1989
9780449005866,A Pirate Looks at Fifty,Jimmy Buffett/Leona Nevler,11/28/1999
9780806520155,The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,1/1/1998
9780553375268,The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,3/3/1997
9780822560562,Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,4/1/2006
9780486447612,Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley/Barack Obama/Martin Luther King Jr.,4/28/2006
9781562924881,The Heart of a Leader,Kenneth H. Blanchard,6/1/1999
9780071348270,Mission Possible,Kenneth H. Blanchard,4/30/1999
9780849918728,Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,3/1/2007
9780066621036,The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard/Don Shula,1/23/2001
9781576753064,Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,10/1/2004
23755004321,The Servant Leader,Kenneth H. Blanchard,3/11/2003
9780552997034,Down Under,Bill Bryson,8/6/2001
9780767902519,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,5/4/1998
9780751510614,Bizarre World,Bill  Bryson/Kathryn Lamb,5/1/2001
9780767919371,The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,9/25/2007
9780385601313,Bill Bryson: The Complete Notes,Bill Bryson,10/5/2000
9782228897358,Motel Blues,Bill Bryson/David B. Ellis,4/15/2003
9780563496267,Journeys in English,Bill Bryson,2/2/2004
9788478713806,Una breve historia de casi todo,Bill Bryson/José Manuel Álvarez,4/30/2006
9780451412355,Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,3/6/2007
9780451216953,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,9/6/2005
9780451219367,Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,9/5/2006
9780312335281,All Things Wise and Wonderful,James Herriot,11/1/2004
9780764586712,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,12/20/2000
9780449231807,All Quiet on the Western Front,Erich Maria Remarque,3/12/1987
9780380815692,The Nightingale's Song,Kathleen Eschenburg,10/30/2001
9780340878750,Nightingale's Song,Kate Pennington,10/19/2006
9780440216803,Gai-Jin (Asian Saga  #3),James Clavell,4/3/1994
9780340766187,Whirlwind (Asian Saga  #6),James Clavell,12/2/1999
9780440184621,Tai-Pan (Asian Saga  #2),James Clavell,9/1/2009
